WKT,Nombre,Descripción
"LINESTRING (-68.5365453 -26.9919251, -67.8773656 -26.982135, -67.0643774 -24.608402, -67.9432836 -24.6683186, -67.08635 -24.2683338, -66.7787328 -23.2225022, -66.5480199 -22.2802872, -66.3392797 -21.1166169, -66.8776098 -19.9850517, -67.5917211 -19.0842698, -68.8881078 -17.3310638, -69.7340551 -17.7082247, -69.7560278 -18.0845945, -69.931809 -18.2829103, -69.3934789 -23.5451891, -68.9650121 -23.7062368, -68.8551489 -25.7814272)",Línea 1,
